kanji,id,keyword,components,on_reading,kun_reading,stroke_count,jlpt,romaji
埋,191,bury,soil; dirt; ground; computer,マイ,う.める; う.まる; う.もれる; うず.める; うず.まる; い.ける,10,N2,mai (ON); u.meru (KUN); u.maru (KUN); u.moreru (KUN); uzu.meru (KUN); uzu.maru (KUN); i.keru (KUN)
同,192,same,monks; hood; one; mouth,ドウ,おな.じ,6,N4,dou (ON); ona.ji (KUN)
洞,193,den,water; water droplets; water pistol; same; monks; hood; one; mouth,ドウ,ほら,9,N1,dou (ON); hora (KUN)
胴,194,trunk,moon; month; flesh; part of the body; same; monks; hood; one; mouth,ドウ,,10,N1,dou (ON)
向,195,yonder,alien; drop; helmet; hood; mouth,コウ,む.く; む.い; -む.き; む.ける; -む.け; む.かう; む.かい; む.こう; む.こう-; むこ; むか.い,6,N3,kou (ON); mu.ku (KUN); mu.i (KUN); -mu.ki (KUN); mu.keru (KUN); -mu.ke (KUN); mu.kau (KUN); mu.kai (KUN); mu.kou (KUN); mu.kou- (KUN); muko (KUN); muka.i (KUN)
尚,196,esteem,small; little; alien; glass canopy; hood; mouth,ショウ,なお,8,N1,shou (ON); nao (KUN)
字,197,character,house; child,ジ,あざ; あざな; -な,6,N4,ji (ON); aza (KUN); azana (KUN); -na (KUN)
守,198,guard,house; glue,シュ; ス,まも.る; まも.り; もり; -もり; かみ,6,N3,shu (ON); su (ON); mamo.ru (KUN); mamo.ri (KUN); mori (KUN); -mori (KUN); kami (KUN)
完,199,perfect,house; beginning; two; human legs,カン,,7,N3,kan (ON)
宣,200,proclaim,house; span; one; ceiling; sun; day; one; floor; one,セン,のたま.う; のたま.わく,9,N1,sen (ON); notama.u (KUN); notama.waku (KUN)
宵,201,wee hours,house; resemblance; spark; candle; small; little; moon; month; flesh; part of the body,ショウ,よい,10,N1,shou (ON); yoi (KUN)
安,202,relax,house; woman,アン,やす.い; やす.まる; やす; やす.らか,6,N4,an (ON); yasu.i (KUN); yasu.maru (KUN); yasu (KUN); yasu.raka (KUN)
宴,203,banquet,relax; house; sun; day; tongue wagging; woman,エン,うたげ,10,N1,en (ON); utage (KUN)
寄,204,draw near,house; strange; large; St. Bernard; can; street; nail; spike; mouth,キ,よ.る; -よ.り; よ.せる,11,N3,ki (ON); yo.ru (KUN); -yo.ri (KUN); yo.seru (KUN)
富,205,wealth,house; one; ceiling; mouth; rice field; brains,フ; フウ,と.む; とみ,12,N3,fu (ON); fuu (ON); to.mu (KUN); tomi (KUN)
貯,206,savings,shellfish; clam; oyster; eye; animal legs; eight; house; street; nail; spike,チョ,た.める; たくわ.える,12,N2,cho (ON); ta.meru (KUN); takuwa.eru (KUN)
木,207,tree,wood,ボク; モク,き; こ-,4,N5,boku (ON); moku (ON); ki (KUN); ko- (KUN)
林,208,grove,tree; wood,リン,はやし,8,N2,rin (ON); hayashi (KUN)
森,209,forest,tree; wood,シン,もり,12,N2,shin (ON); mori (KUN)
桂,210,Japanese Judas-tree,Japanese Judas tree; tree; wood; ivy; square jewel; soil; dirt; ground,ケイ,かつら,10,N1,kei (ON); katsura (KUN)
柏,211,oak,tree; wood; white; dove,ハク; ヒャク; ビャク,かしわ,9,,haku (ON); hyaku (ON); byaku (ON); kashiwa (KUN)
枠,212,frame,tree; wood; ninety; nine; baseball; ten; needle,,わく,8,N1,waku (KUN)
梢,213,treetops,tree; wood; resemblance; spark; candle; small; little; moon; month; flesh; part of the body,ショウ,こずえ; くすのき,11,N1,shou (ON); kozue (KUN); kusunoki (KUN)
棚,214,shelf,tree; wood; companion; moon; month; flesh; part of the body; flesh,ホウ,たな; -だな,12,N1,hou (ON); tana (KUN); -dana (KUN)
杏,215,apricot,tree; wood; mouth,キョウ; アン; コウ,あんず,7,N1,kyou (ON); an (ON); kou (ON); anzu (KUN)
桐,216,paulownia,tree; wood; same; monks; hood; one; mouth,トウ; ドウ,きり,10,N1,tou (ON); dou (ON); kiri (KUN)
植,217,plant,tree; wood; straightaway; ten; needle; eye; fishhook,ショク,う.える; う.わる,12,N2,shoku (ON); u.eru (KUN); u.waru (KUN)
椅,218,chair,tree; wood; strange; large; St. Bernard; street; nail; spike; mouth,イ,,12,,i (ON)
枯,219,wither,tree; wood; old; tombstone; gravestone; church; ten; needle; mouth,コ,か.れる; か.らす,9,N2,ko (ON); ka.reru (KUN); ka.rasu (KUN)
朴,220,crude,tree; wood; magic wand; augury,ボク,ほう; ほお; えのき,6,N1,boku (ON); hou (KUN); hoo (KUN); enoki (KUN)
村,221,town,tree; wood; measure; glue,ソン,むら,7,N2,son (ON); mura (KUN)
相,222,inter-,tree; wood; eye,ソウ; ショウ,あい-,9,N3,sou (ON); shou (ON); ai- (KUN)
机,223,desk,tree; wood; wind,キ,つくえ,6,N2,ki (ON); tsukue (KUN)
本,224,book,tree; wood; one,ホン,もと,5,N5,hon (ON); moto (KUN)
札,225,tag,tree; wood; fishhook,サツ,ふだ,5,N2,satsu (ON); fuda (KUN)
暦,226,calendar,cliff; grove; tree; wood; sun; day,レキ,こよみ; りゃく,14,N1,reki (ON); koyomi (KUN); ryaku (KUN)
案,227,plan,relax; house; woman; tree; wood,アン,つくえ,10,N1,an (ON); tsukue (KUN)
燥,228,parch,fire; furniture; wooden goods; mouth; tree; wood,ソウ,はしゃ.ぐ,17,N2,sou (ON); hasha.gu (KUN)
未,229,not yet,tree; wood; one,ミ; ビ,いま.だ; ま.だ; ひつじ,5,N3,mi (ON); bi (ON); ima.da (KUN); ma.da (KUN); hitsuji (KUN)
末,230,extremity,tree; wood; one,マツ; バツ,すえ,9,,matsu (ON); batsu (ON); sue (KUN)
昧,231,obscure,sun; not yet; one; tree; wood,マイ; バイ,くら.い; むさぼ.る,5,N3,mai (ON); bai (ON); kura.i (KUN); musabo.ru (KUN)
沫,232,splash,water; water droplets; water pistol; extremity; one; tree; wood,マツ; バツ,あわ; しぶき; つばき,8,,matsu (ON); batsu (ON); awa (KUN); shibuki (KUN); tsubaki (KUN)
味,233,flavor,mouth; not yet; one; tree; wood,ミ,あじ; あじ.わう,8,N4,mi (ON); aji (KUN); aji.wau (KUN)
妹,234,younger sister,woman; not yet; one; tree; wood,マイ,いもうと,8,N4,mai (ON); imouto (KUN)
朱,235,vermilion,vermillion; drop; not yet; one; tree; wood,シュ,あけ,6,N1,shu (ON); ake (KUN)
株,236,stocks,tree; wood; vermillion; drop; not yet; one; tree; wood,シュ,かぶ,10,N1,shu (ON); kabu (KUN)
若,237,young,flowers; right; by one’s side; mouth,ジャク; ニャク; ニャ,わか.い; わか-; も.しくわ; も.し; も.しくは,8,N3,jaku (ON); nyaku (ON); nya (ON); waka.i (KUN); waka- (KUN); mo.shikuwa (KUN); mo.shi (KUN); mo.shikuha (KUN)
草,238,grass,flowers; sunflower; early; sun; day; ten; needle,ソウ,くさ; くさ-; -ぐさ,9,N3,sou (ON); kusa (KUN); kusa- (KUN); -gusa (KUN)
苦,239,suffering,flowers; old; tombstone; gravestone; church; ten; needle; mouth,ク,くる.しい; -ぐる.しい; くる.しむ; くる.しめる; にが.い; にが.る,8,N3,ku (ON); kuru.shii (KUN); -guru.shii (KUN); kuru.shimu (KUN); kuru.shimeru (KUN); niga.i (KUN); niga.ru (KUN)
苛,240,bullying,flowers; can; mouth; street; street; nail; spike,カ,いじ.める; さいな.む; いらだ.つ; からい; こまかい,8,,ka (ON); iji.meru (KUN); saina.mu (KUN); irada.tsu (KUN); karai (KUN); komakai (KUN)
寛,241,tolerant,house; flowers; look; see; telescope; eye; human legs,カン,くつろ.ぐ; ひろ.い; ゆる.やか,13,N1,kan (ON); kutsuro.gu (KUN); hiro.i (KUN); yuru.yaka (KUN)
薄,242,dilute,flowers; water; water droplets; water pistol; acupuncturist; specialty; drop; ten; needle; rice field; brains; glue,ハク,うす.い; うす-; -うす; うす.める; うす.まる; うす.らぐ; うす.ら-; うす.れる; すすき,16,N2,haku (ON); usu.i (KUN); usu- (KUN); -usu (KUN); usu.meru (KUN); usu.maru (KUN); usu.ragu (KUN); usu.ra- (KUN); usu.reru (KUN); susuki (KUN)
葉,243,leaf,flowers; Tarzan; generation; tree; wood,ヨウ,は,12,N3,you (ON); ha (KUN)
模,244,imitation,tree; wood; graveyard; flowers; sun; day; large; St. Bernard,モ; ボ,,14,N1,mo (ON); bo (ON)
漠,245,vague,water; water droplets; water pistol; graveyard; flowers; sun; day; large; St. Bernard,バク,,13,N1,baku (ON)
墓,246,grave,graveyard; flowers; sun; day; large; St. Bernard; soil; dirt; ground,ボ,はか,13,N1,bo (ON); haka (KUN)
暮,247,livelihood,graveyard; flowers; sun; day; large; St. Bernard,ボ,く.れる; く.らす,14,N3,bo (ON); ku.reru (KUN); ku.rasu (KUN)
膜,248,membrane,moon; month; flesh; part of the body; graveyard; flowers; sun; day; large; St. Bernard,マク,,14,N1,maku (ON)
苗,249,seedling,flowers; rice field; brains,ビョウ; ミョウ,なえ; なわ-,8,N1,byou (ON); myou (ON); nae (KUN); nawa- (KUN)
兆,250,portent,turtle,チョウ,きざ.す; きざ.し,6,N2,chou (ON); kiza.su (KUN); kiza.shi (KUN)
桃,251,peach tree,tree; wood; portent; turtle,トウ,もも,10,N1,tou (ON); momo (KUN)
眺,252,stare,eye; portent; turtle,チョウ,なが.める,11,N1,chou (ON); naga.meru (KUN)
犬,253,dog,large; St. Bernard; drop,ケン,いぬ; いぬ-,4,N4,ken (ON); inu (KUN); inu- (KUN)
状,254,status quo,turtle; chihuahua; dog; large; drop,ジョウ,,7,N3,jou (ON)
黙,255,silence,black; computer; chihuahua; dog; large; drop; oven-fire; barbecue,モク; ボク,だま.る; もだ.す,15,N1,moku (ON); boku (ON); dama.ru (KUN); moda.su (KUN)
然,256,sort of thing,moon; crescent moon; month; flesh; part of the body; chihuahua; dog; large; drop; oven-fire; barbecue,ゼン; ネン,しか; しか.り; しか.し; さ,12,N3,zen (ON); nen (ON); shika (KUN); shika.ri (KUN); shika.shi (KUN); sa (KUN)
荻,257,reed,flowers; pack of wild dogs; fire,テキ,おぎ,10,,teki (ON); ogi (KUN)
狩,258,hunt,pack of wild dogs; guard; house; glue,シュ,か.る; か.り; -が.り,9,N1,shu (ON); ka.ru (KUN); ka.ri (KUN); -ga.ri (KUN)
猫,259,cat,pack of wild dogs; seedlings; flowers; rice field; brains,ビョウ,ねこ,11,N3,byou (ON); neko (KUN)
牛,260,cow,,ギュウ,うし,4,N4,gyuu (ON); ushi (KUN)
特,261,special,cow; Buddhist temple; soil; dirt; ground; glue,トク,,10,N4,toku (ON)
告,262,revelation,cow; mouth,コク,つ.げる,7,N3,koku (ON); tsu.geru (KUN)
先,263,before,cow; human legs,セン,さき; ま.ず,6,N5,sen (ON); saki (KUN); ma.zu (KUN)
洗,264,wash,water; water droplets; water pistol; before; cow; human legs,セン,あら.う,9,N3,sen (ON); ara.u (KUN)
介,265,jammed in,umbrella; stick; walking cane,カイ,,4,N2,kai (ON)
界,266,world,rice field; brains; jammed in; umbrella; stick; cane,カイ,,9,N4,kai (ON)
茶,267,tea,flowers; umbrella; wooden pole,チャ; サ,,9,N4,cha (ON); sa (ON)
脊,268,spinal column,I Ching; Master Po; umbrella; moon; month; flesh; part of the body,セキ,せ; せい,10,,seki (ON); se (KUN); sei (KUN)
合,269,fit,meeting; umbrella; one; mouth,ゴウ; ガッ; カッ,あ.う; -あ.う; あ.い; あい-; -あ.い; -あい; あ.わす; あ.わせる; -あ.わせる,6,N3,gou (ON); ga (ON); ka (ON); a.u (KUN); -a.u (KUN); a.i (KUN); ai- (KUN); -a.i (KUN); -ai (KUN); a.wasu (KUN); a.waseru (KUN); -a.waseru (KUN)
塔,270,pagoda,soil; dirt; ground; flowers; fit; meeting; umbrella; one; mouth,トウ,,12,N2,tou (ON)
王,271,king,jewel; ball,オウ; ノウ,,4,N3,ou (ON); nou (ON)
玉,272,jewel,king; ball; earring; drop,ギョク,たま; たま-; -だま,5,N2,gyoku (ON); tama (KUN); tama- (KUN); -dama (KUN)
宝,273,treasure,house; king; jewel; ball; earring; drop,ホウ,たから,8,N2,hou (ON); takara (KUN)
珠,274,pearl,king; jewel; ball; vermillion; drop; not yet; one; tree; wood,シュ,たま,10,N1,shu (ON); tama (KUN)
現,275,present,king; jewel; ball; see; telescope; eye; human legs,ゲン,あらわ.れる; あらわ.す; うつつ; うつ.つ,11,N3,gen (ON); arawa.reru (KUN); arawa.su (KUN); utsutsu (KUN); utsu.tsu (KUN)
玩,276,toy,king; jewel; ball; beginning; two; human legs,ガン,もちあそ.ぶ; もてあそ.ぶ,8,,gan (ON); mochiaso.bu (KUN); moteaso.bu (KUN)
狂,277,lunatic,pack of wild dogs; king; jewel; ball,キョウ,くる.う; くる.おしい; くるお.しい,7,N1,kyou (ON); kuru.u (KUN); kuru.oshii (KUN); kuruo.shii (KUN)
旺,278,effulgent,sun; day; king; jewel; ball,オウ; キョウ; ゴウ,かがや.き; うつくし.い; さかん,8,N1,ou (ON); kyou (ON); gou (ON); kagaya.ki (KUN); utsukushi.i (KUN); sakan (KUN)
皇,279,emperor,white; dove; king; jewel; ball,コウ; オウ,,9,N1,kou (ON); ou (ON)
呈,280,display,mouth; king; jewel; ball,テイ,,7,N1,tei (ON)
全,281,whole,umbrella; king; jewel; ball,ゼン,まった.く; すべ.て,6,N3,zen (ON); mata.ku (KUN); sube.te (KUN)
栓,282,plug,tree; wood; whole; umbrella; king; jewel; ball,セン,,10,N1,sen (ON)
理,283,logic,king; jewel; ball; computer,リ,ことわり,11,N4,ri (ON); kotowari (KUN)
主,284,lord,drop; king; jewel; ball,シュ; ス; シュウ,ぬし; おも; あるじ,5,N4,shu (ON); su (ON); shuu (ON); nushi (KUN); omo (KUN); aruji (KUN)
注,285,pour,water; water droplets; water pistol; candlestick; lord; drop; king; jewel; ball,チュウ,そそ.ぐ; さ.す; つ.ぐ,8,N4,chuu (ON); soso.gu (KUN); sa.su (KUN); tsu.gu (KUN)
柱,286,pillar,tree; wood; candlestick; lord; drop; king; jewel; ball,チュウ,はしら,9,N2,chuu (ON); hashira (KUN)
金,287,gold,metal; umbrella; drop; king; jewel; ball,キン; コン; ゴン,かね; かな-; -がね,8,N5,kin (ON); kon (ON); gon (ON); kane (KUN); kana- (KUN); -gane (KUN)
銑,288,pig iron,pig-iron; metal; gold; before; cow; human legs,セン,,14,N1,sen (ON)
鉢,289,bowl,metal; gold; origin; book; tree; wood; one,ハチ; ハツ,,13,N1,hachi (ON); hatsu (ON)
銅,290,copper,metal; gold; same; monks; hood; one; mouth,ドウ,あかがね,14,N2,dou (ON); akagane (KUN)
釣,291,angling,metal; gold; ladle; bound up; drop,チョウ,つ.る; つ.り; つ.り-,11,N1,chou (ON); tsu.ru (KUN); tsu.ri (KUN); tsu.ri- (KUN)
針,292,needle,metal; gold; ten,シン,はり,10,N2,shin (ON); hari (KUN)
銘,293,inscription,metal; gold; name; evening; mouth,メイ,,14,N1,mei (ON)
鎮,294,tranquillize,tranquilize; metal; gold; true; truth; ten; needle; eye; tool; animal legs; eight,チン,しず.める; しず.まる; おさえ,18,N1,chin (ON); shizu.meru (KUN); shizu.maru (KUN); osae (KUN)
道,295,road-way,neck; horns; drop; eye; road,ドウ; トウ,みち,12,N4,dou (ON); tou (ON); michi (KUN)
導,296,guidance,neck; horns; drop; eye; road; glue,ドウ,みちび.く,15,N2,dou (ON); michibi.ku (KUN)
辻,297,crossing,cross; ten; needle; road,,つじ,5,,tsuji (KUN)
迅,298,swift,fishhook; cross; ten; needle; road,ジン,,6,N1,jin (ON)
造,299,create,revelation; cow; mouth; road,ゾウ,つく.る; つく.り; -づく.り,10,N2,zou (ON); tsuku.ru (KUN); tsuku.ri (KUN); -zuku.ri (KUN)
迫,300,urge,white; dove; road,ハク,せま.る,8,N1,haku (ON); sema.ru (KUN)
逃,301,escape,turtle; portent; road,トウ,に.げる; に.がす; のが.す; のが.れる,9,N3,tou (ON); ni.geru (KUN); ni.gasu (KUN); noga.su (KUN); noga.reru (KUN)
辺,302,environs,dagger; sword; road,ヘン,あた.り; ほと.り; -べ,5,N2,hen (ON); ata.ri (KUN); hoto.ri (KUN); -be (KUN)
巡,303,patrol,deluge; stream; flood; road,ジュン,めぐ.る; めぐ.り,6,N1,jun (ON); megu.ru (KUN); megu.ri (KUN)
車,304,car,sun; ten; needle,シャ,くるま,7,N5,sha (ON); kuruma (KUN)
連,305,take along,car; road,レン,つら.なる; つら.ねる; つ.れる; -づ.れ,10,N3,ren (ON); tsura.naru (KUN); tsura.neru (KUN); tsu.reru (KUN); -zu.re (KUN)
軌,306,rut,car; nine; baseball,キ,,9,N1,ki (ON)
輸,307,transport,car; meeting of butchers; umbrella; one; moon; month; flesh; part of the body; sword; sabre; saber,ユ; シュ,,16,N2,yu (ON); shu (ON)
喩,308,metaphor,,,,12,,
前,309,in front,horns; butcher; moon; month; flesh; part of the body; sword; sabre; saber,ゼン,まえ; -まえ,9,N5,zen (ON); mae (KUN); -mae (KUN)
煎,310,roast,in front; horns; butcher; moon; month; flesh; part of the body; sword; sabre; saber; oven-fire; barbecue,セン,せん.じる; い.る; に.る,13,,sen (ON); sen.jiru (KUN); i.ru (KUN); ni.ru (KUN)
各,311,each,walking legs; mouth,カク,おのおの,6,N2,kaku (ON); onoono (KUN)
格,312,status,tree; wood; each; walking legs; mouth,カク; コウ; キャク; ゴウ,,10,N3,kaku (ON); kou (ON); kyaku (ON); gou (ON)
賂,313,graft,shellfish; clam; oyster; eye; animal legs; eight; each; walking legs; mouth,ロ,まいな.い; まいな.う,13,,ro (ON); maina.i (KUN); maina.u (KUN)
略,314,abbreviation,rice field; brains; each; walking legs; mouth,リャク,ほぼ; おか.す; おさ.める; はかりごと; はか.る; はぶ.く; りゃく.す; りゃく.する,11,N2,ryaku (ON); hobo (KUN); oka.su (KUN); osa.meru (KUN); hakarigoto (KUN); haka.ru (KUN); habu.ku (KUN); ryaku.su (KUN); ryaku.suru (KUN)
客,315,guest,house; each; walking legs; mouth,キャク; カク,,9,N3,kyaku (ON); kaku (ON)
額,316,forehead,guest; house; each; walking legs; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ガク,ひたい,18,N2,gaku (ON); hitai (KUN)
夏,317,summer,one; ceiling; drop; eye; walking legs,カ; ガ; ゲ,なつ,10,N4,ka (ON); ga (ON); ge (ON); natsu (KUN)
処,318,dispose,walking legs; wind,ショ,ところ; -こ; お.る,5,N3,sho (ON); tokoro (KUN); -ko (KUN); o.ru (KUN)
条,319,twig,walking legs; tree; wood,ジョウ; チョウ; デキ,えだ; すじ,7,N1,jou (ON); chou (ON); deki (ON); eda (KUN); suji (KUN)
落,320,fall,flowers; water; water droplets; water pistol; each; walking legs; mouth,ラク,お.ちる; お.ち; お.とす,12,N3,raku (ON); o.chiru (KUN); o.chi (KUN); o.tosu (KUN)
冗,321,superfluous,crown; weathercock; wind,ジョウ,,4,N1,jou (ON)
冥,322,Hades,hades; crown; sun; day; six,メイ; ミョウ,くら.い,10,,mei (ON); myou (ON); kura.i (KUN)
軍,323,army,chariot; crown; vehicle; car,グン,,9,N2,gun (ON)
輝,324,radiance,ray; small; little; human legs; army; chariot; crown; vehicle; car,キ,かがや.く,15,N1,ki (ON); kagaya.ku (KUN)
運,325,carry,army; chariot; crown; vehicle; car; road,ウン,はこ.ぶ,12,N4,un (ON); hako.bu (KUN)
冠,326,crown,beginning; two; human legs; glue,カン,かんむり,9,N1,kan (ON); kanmuri (KUN)
夢,327,dream,flowers; eye; cross-eyed; net; crown; evening,ム; ボウ,ゆめ; ゆめ.みる; くら.い,13,N3,mu (ON); bou (ON); yume (KUN); yume.miru (KUN); kura.i (KUN)
坑,328,pit,soil; dirt; ground; whirlwind; top hat; wind,コウ,,7,N1,kou (ON)
高,329,tall,top hat; mouth; alien; hood; mouth,コウ,たか.い; たか; -だか; たか.まる; たか.める,10,N5,kou (ON); taka.i (KUN); taka (KUN); -daka (KUN); taka.maru (KUN); taka.meru (KUN)
享,330,receive,tall; top hat; mouth; children,キョウ; コウ,う.ける,8,N1,kyou (ON); kou (ON); u.keru (KUN)
塾,331,cram school,receive; tall; top hat; mouth; child; children; round; nine; baseball; drop; soil; dirt; ground,ジュク,,14,N1,juku (ON)
熟,332,mellow,receive; tall; top hat; mouth; child; children; round; nine; baseball; drop; oven-fire; barbecue,ジュク,う.れる,15,N1,juku (ON); u.reru (KUN)
亭,333,pavilion,tall; top hat; mouth; crown; street; nail; spike,テイ; チン,,9,N1,tei (ON); chin (ON)
京,334,capital,tall; top hat; mouth; small; little,キョウ; ケイ; キン,みやこ,8,N4,kyou (ON); kei (ON); kin (ON); miyako (KUN)
涼,335,refreshing,water droplets; water pistol capital; tall; top hat; mouth; small; little,リョウ,すず.しい; すず.む; すず.やか; うす.い; ひや.す; まことに,11,N2,ryou (ON); suzu.shii (KUN); suzu.mu (KUN); suzu.yaka (KUN); usu.i (KUN); hiya.su (KUN); makotoni (KUN)
景,336,scenery,sun; day; capital; tall; top hat; mouth; small; little,ケイ,,12,N3,kei (ON)
鯨,337,whale,fish; bound up; rice field; brains; oven-fire; barbecue; capital; tall; top hat; mouth; small; little,ゲイ,くじら,19,N1,gei (ON); kujira (KUN)
舎,338,cottage,umbrella; earthenware jar; lidded crock; soil; dirt; ground; mouth,シャ; セキ,やど.る,8,N1,sha (ON); seki (ON); yado.ru (KUN)
周,339,circumference,glass hood; earthenware jar; lidded crock; soil; dirt; ground; mouth,シュウ,まわ.り,8,N2,shuu (ON); mawa.ri (KUN)
週,340,week,circumference; running track; earthenware jar; lidded crock; soil; dirt; ground; mouth; road,シュウ,,11,N4,shuu (ON)
士,341,gentleman,samurai,シ,,3,N1,shi (ON)
吉,342,good luck,samurai; mouth,キチ; キツ,よし,6,N1,kichi (ON); kitsu (ON); yoshi (KUN)
壮,343,robust,turtle; samurai,ソウ,さかん,6,N1,sou (ON); sakan (KUN)
荘,344,villa,flowers; robust; turtle; samurai,ソウ; ショウ; チャン,ほうき; おごそ.か,9,N1,sou (ON); shou (ON); chan (ON); houki (KUN); ogoso.ka (KUN)
売,345,sell,samurai; paper punch; Miss World; crown; human legs,バイ,う.る; う.れる,7,N4,bai (ON); u.ru (KUN); u.reru (KUN)
学,346,study,schoolhouse; owl; crown; child,ガク,まな.ぶ,8,N5,gaku (ON); mana.bu (KUN)
